"","Year","Farm.Land.Utilisation","Rural.District","value"
"32947","1955","First to fourth years hay","Connacht",NA
"32948","1960","First to fourth years hay","Connacht",NA
"32949","1965","First to fourth years hay","Connacht",NA
"32950","1970","First to fourth years hay","Connacht",NA
"32951","1975","First to fourth years hay","Connacht",23804
"32952","1980","First to fourth years hay","Connacht",25342
"32953","1926","Permanent meadow","Connacht",NA
"32954","1933","Permanent meadow","Connacht",NA
"32955","1955","Permanent meadow","Connacht",NA
"32956","1960","Permanent meadow","Connacht",NA
"32957","1965","Permanent meadow","Connacht",NA
"32958","1970","Permanent meadow","Connacht",NA
"32959","1975","Permanent meadow","Connacht",188689
"32960","1980","Permanent meadow","Connacht",214018
"32961","1926","Pasture","Connacht",727401
"32962","1933","Pasture","Connacht",700291
"32963","1955","Pasture","Connacht",721317
"32964","1960","Pasture","Connacht",697910
"32965","1965","Pasture","Connacht",755726
"32966","1970","Pasture","Connacht",779037
"32967","1975","Pasture","Connacht",738780
"32968","1980","Pasture","Connacht",710419
"32969","1926","Rough grazing in use","Connacht",NA
"32970","1933","Rough grazing in use","Connacht",NA
"32971","1955","Rough grazing in use","Connacht",NA
"32972","1960","Rough grazing in use","Connacht",NA
"32973","1965","Rough grazing in use","Connacht",NA
"32974","1970","Rough grazing in use","Connacht",NA
"32975","1975","Rough grazing in use","Connacht",341018
"32976","1980","Rough grazing in use","Connacht",340669
"32977","1926","Other land","Connacht",NA
"32978","1933","Other land","Connacht",NA
"32979","1955","Other land","Connacht",NA
"32980","1960","Other land","Connacht",NA
"32981","1965","Other land","Connacht",NA
"32982","1970","Other land","Connacht",NA
"32983","1975","Other land","Connacht",382535
"32984","1980","Other land","Connacht",388591
"32985","1926","Total Area","Co. Galway",593932
"32986","1933","Total Area","Co. Galway",593932
"32987","1955","Total Area","Co. Galway",593943
"32988","1960","Total Area","Co. Galway",593945
"32989","1965","Total Area","Co. Galway",593945
"32990","1970","Total Area","Co. Galway",593945
"32991","1975","Total Area","Co. Galway",593945
"32992","1980","Total Area","Co. Galway",593945
"32993","1926","Crops, hay, pasture and rough grazing","Co. Galway",NA
"32994","1933","Crops, hay, pasture and rough grazing","Co. Galway",NA
"32995","1955","Crops, hay, pasture and rough grazing","Co. Galway",NA
"32996","1960","Crops, hay, pasture and rough grazing","Co. Galway",NA
"32997","1965","Crops, hay, pasture and rough grazing","Co. Galway",NA
"32998","1970","Crops, hay, pasture and rough grazing","Co. Galway",NA
"32999","1975","Crops, hay, pasture and rough grazing","Co. Galway",456289
"33000","1980","Crops, hay, pasture and rough grazing","Co. Galway",453648
"33001","1926","Crops, hay and pasture","Co. Galway",348149
"33002","1933","Crops, hay and pasture","Co. Galway",329438
"33003","1955","Crops, hay and pasture","Co. Galway",318356
"33004","1960","Crops, hay and pasture","Co. Galway",306796
"33005","1965","Crops, hay and pasture","Co. Galway",326814
"33006","1970","Crops, hay and pasture","Co. Galway",336105
"33007","1975","Crops, hay and pasture","Co. Galway",322429
"33008","1980","Crops, hay and pasture","Co. Galway",317559
"33009","1926","Crops including fruit and horticultural","Co. Galway",41623
"33010","1933","Crops including fruit and horticultural","Co. Galway",39442
"33011","1955","Crops including fruit and horticultural","Co. Galway",43251
"33012","1960","Crops including fruit and horticultural","Co. Galway",38394
"33013","1965","Crops including fruit and horticultural","Co. Galway",33229
"33014","1970","Crops including fruit and horticultural","Co. Galway",28908
"33015","1975","Crops including fruit and horticultural","Co. Galway",20361
"33016","1980","Crops including fruit and horticultural","Co. Galway",18341
"33017","1926","Corn crops","Co. Galway",20408
"33018","1933","Corn crops","Co. Galway",20084
"33019","1955","Corn crops","Co. Galway",24092
"33020","1960","Corn crops","Co. Galway",21582
"33021","1965","Corn crops","Co. Galway",18802
"33022","1970","Corn crops","Co. Galway",15627
"33023","1975","Corn crops","Co. Galway",11878
"33024","1980","Corn crops","Co. Galway",11038
"33025","1926","Wheat","Co. Galway",1538
"33026","1933","Wheat","Co. Galway",2124
"33027","1955","Wheat","Co. Galway",3630
"33028","1960","Wheat","Co. Galway",3499
"33029","1965","Wheat","Co. Galway",1599
"33030","1970","Wheat","Co. Galway",881
"33031","1975","Wheat","Co. Galway",272
"33032","1980","Wheat","Co. Galway",237
"33033","1926","Spring wheat","Co. Galway",NA
"33034","1933","Spring wheat","Co. Galway",NA
"33035","1955","Spring wheat","Co. Galway",NA
"33036","1960","Spring wheat","Co. Galway",NA
"33037","1965","Spring wheat","Co. Galway",NA
"33038","1970","Spring wheat","Co. Galway",NA
"33039","1975","Spring wheat","Co. Galway",NA
"33040","1980","Spring wheat","Co. Galway",162
"33041","1926","Winter wheat","Co. Galway",NA
"33042","1933","Winter wheat","Co. Galway",NA
"33043","1955","Winter wheat","Co. Galway",NA
"33044","1960","Winter wheat","Co. Galway",NA
"33045","1965","Winter wheat","Co. Galway",NA
"33046","1970","Winter wheat","Co. Galway",NA
"33047","1975","Winter wheat","Co. Galway",NA
"33048","1980","Winter wheat","Co. Galway",75
"33049","1926","Oats","Co. Galway",17667
"33050","1933","Oats","Co. Galway",17085
"33051","1955","Oats","Co. Galway",17864
"33052","1960","Oats","Co. Galway",14262
"33053","1965","Oats","Co. Galway",12064
"33054","1970","Oats","Co. Galway",8808
"33055","1975","Oats","Co. Galway",5827
"33056","1980","Oats","Co. Galway",3062
"33057","1926","Barley","Co. Galway",873
"33058","1933","Barley","Co. Galway",724
"33059","1955","Barley","Co. Galway",2463
"33060","1960","Barley","Co. Galway",3707
"33061","1965","Barley","Co. Galway",4981
"33062","1970","Barley","Co. Galway",5904
"33063","1975","Barley","Co. Galway",5755
"33064","1980","Barley","Co. Galway",7702
"33065","1926","Malting barley","Co. Galway",NA
"33066","1933","Malting barley","Co. Galway",NA
"33067","1955","Malting barley","Co. Galway",NA
"33068","1960","Malting barley","Co. Galway",834
"33069","1965","Malting barley","Co. Galway",828
"33070","1970","Malting barley","Co. Galway",724
"33071","1975","Malting barley","Co. Galway",720
"33072","1980","Malting barley","Co. Galway",707
"33073","1926","Other barley","Co. Galway",NA
"33074","1933","Other barley","Co. Galway",NA
"33075","1955","Other barley","Co. Galway",NA
"33076","1960","Other barley","Co. Galway",2873
"33077","1965","Other barley","Co. Galway",4154
"33078","1970","Other barley","Co. Galway",5180
"33079","1975","Other barley","Co. Galway",5035
"33080","1980","Other barley","Co. Galway",6995
"33081","1926","Spring barley","Co. Galway",NA
"33082","1933","Spring barley","Co. Galway",NA
"33083","1955","Spring barley","Co. Galway",NA
"33084","1960","Spring barley","Co. Galway",NA
"33085","1965","Spring barley","Co. Galway",NA
"33086","1970","Spring barley","Co. Galway",NA
"33087","1975","Spring barley","Co. Galway",NA
"33088","1980","Spring barley","Co. Galway",6706
"33089","1926","Winter barley","Co. Galway",NA
"33090","1933","Winter barley","Co. Galway",NA
"33091","1955","Winter barley","Co. Galway",NA
"33092","1960","Winter barley","Co. Galway",NA
"33093","1965","Winter barley","Co. Galway",NA
"33094","1970","Winter barley","Co. Galway",NA
"33095","1975","Winter barley","Co. Galway",NA
"33096","1980","Winter barley","Co. Galway",289
"33097","1926","Other corn crops","Co. Galway",330
"33098","1933","Other corn crops","Co. Galway",152
"33099","1955","Other corn crops","Co. Galway",134
"33100","1960","Other corn crops","Co. Galway",114
"33101","1965","Other corn crops","Co. Galway",158
"33102","1970","Other corn crops","Co. Galway",34
"33103","1975","Other corn crops","Co. Galway",24
"33104","1980","Other corn crops","Co. Galway",37
"33105","1926","Root and green crops","Co. Galway",21145
"33106","1933","Root and green crops","Co. Galway",19294
"33107","1955","Root and green crops","Co. Galway",19074
"33108","1960","Root and green crops","Co. Galway",16741
"33109","1965","Root and green crops","Co. Galway",14342
"33110","1970","Root and green crops","Co. Galway",13209
"33111","1975","Root and green crops","Co. Galway",8444
"33112","1980","Root and green crops","Co. Galway",7269
"33113","1926","Potatoes","Co. Galway",12963
"33114","1933","Potatoes","Co. Galway",12333
"33115","1955","Potatoes","Co. Galway",11264
"33116","1960","Potatoes","Co. Galway",8834
"33117","1965","Potatoes","Co. Galway",7250
"33118","1970","Potatoes","Co. Galway",6294
"33119","1975","Potatoes","Co. Galway",4211
"33120","1980","Potatoes","Co. Galway",3788
"33121","1926","Turnips","Co. Galway",4196
"33122","1933","Turnips","Co. Galway",3823
"33123","1955","Turnips","Co. Galway",2770
"33124","1960","Turnips","Co. Galway",2097
"33125","1965","Turnips","Co. Galway",2643
"33126","1970","Turnips","Co. Galway",2779
"33127","1975","Turnips","Co. Galway",1558
"33128","1980","Turnips","Co. Galway",1261
"33129","1926","Sugar beet","Co. Galway",1
"33130","1933","Sugar beet","Co. Galway",2
"33131","1955","Sugar beet","Co. Galway",1823
"33132","1960","Sugar beet","Co. Galway",2741
"33133","1965","Sugar beet","Co. Galway",1541
"33134","1970","Sugar beet","Co. Galway",1699
"33135","1975","Sugar beet","Co. Galway",1152
"33136","1980","Sugar beet","Co. Galway",864
"33137","1926","Other root and green crops","Co. Galway",3985
"33138","1933","Other root and green crops","Co. Galway",3136
"33139","1955","Other root and green crops","Co. Galway",3218
"33140","1960","Other root and green crops","Co. Galway",3069
"33141","1965","Other root and green crops","Co. Galway",2908
"33142","1970","Other root and green crops","Co. Galway",2437
"33143","1975","Other root and green crops","Co. Galway",1523
"33144","1980","Other root and green crops","Co. Galway",1356
"33145","1926","Fruit and horticulture","Co. Galway",70
"33146","1933","Fruit and horticulture","Co. Galway",64
"33147","1955","Fruit and horticulture","Co. Galway",85
"33148","1960","Fruit and horticulture","Co. Galway",70
"33149","1965","Fruit and horticulture","Co. Galway",86
"33150","1970","Fruit and horticulture","Co. Galway",72
"33151","1975","Fruit and horticulture","Co. Galway",39
"33152","1980","Fruit and horticulture","Co. Galway",34
"33153","1926","Apples","Co. Galway",NA
"33154","1933","Apples","Co. Galway",NA
"33155","1955","Apples","Co. Galway",NA
"33156","1960","Apples","Co. Galway",NA
"33157","1965","Apples","Co. Galway",71
"33158","1970","Apples","Co. Galway",43
"33159","1975","Apples","Co. Galway",20
"33160","1980","Apples","Co. Galway",10
"33161","1926","Fruit excluding apples","Co. Galway",NA
"33162","1933","Fruit excluding apples","Co. Galway",NA
"33163","1955","Fruit excluding apples","Co. Galway",NA
"33164","1960","Fruit excluding apples","Co. Galway",NA
"33165","1965","Fruit excluding apples","Co. Galway",6
"33166","1970","Fruit excluding apples","Co. Galway",8
"33167","1975","Fruit excluding apples","Co. Galway",2
"33168","1980","Fruit excluding apples","Co. Galway",2
"33169","1926","Horticultural bulbs, flowers and bushes","Co. Galway",NA
"33170","1933","Horticultural bulbs, flowers and bushes","Co. Galway",NA
"33171","1955","Horticultural bulbs, flowers and bushes","Co. Galway",NA
"33172","1960","Horticultural bulbs, flowers and bushes","Co. Galway",7
"33173","1965","Horticultural bulbs, flowers and bushes","Co. Galway",8
"33174","1970","Horticultural bulbs, flowers and bushes","Co. Galway",21
"33175","1975","Horticultural bulbs, flowers and bushes","Co. Galway",17
"33176","1980","Horticultural bulbs, flowers and bushes","Co. Galway",22
"33177","1926","Hay","Co. Galway",55927
"33178","1933","Hay","Co. Galway",55339
"33179","1955","Hay","Co. Galway",48977
"33180","1960","Hay","Co. Galway",48027
"33181","1965","Hay","Co. Galway",50319
"33182","1970","Hay","Co. Galway",57194
"33183","1975","Hay","Co. Galway",66343
"33184","1980","Hay","Co. Galway",79482
"33185","1926","Rye grass for seed","Co. Galway",NA
"33186","1933","Rye grass for seed","Co. Galway",NA
"33187","1955","Rye grass for seed","Co. Galway",NA
"33188","1960","Rye grass for seed","Co. Galway",70
"33189","1965","Rye grass for seed","Co. Galway",182
"33190","1970","Rye grass for seed","Co. Galway",0
"33191","1975","Rye grass for seed","Co. Galway",0
"33192","1980","Rye grass for seed","Co. Galway",0
"33193","1926","First to fourth years hay","Co. Galway",NA
"33194","1933","First to fourth years hay","Co. Galway",NA
"33195","1955","First to fourth years hay","Co. Galway",NA
"33196","1960","First to fourth years hay","Co. Galway",NA
"33197","1965","First to fourth years hay","Co. Galway",NA
"33198","1970","First to fourth years hay","Co. Galway",NA
"33199","1975","First to fourth years hay","Co. Galway",13231
"33200","1980","First to fourth years hay","Co. Galway",14532
"33201","1926","Permanent meadow","Co. Galway",NA
"33202","1933","Permanent meadow","Co. Galway",NA
"33203","1955","Permanent meadow","Co. Galway",NA
"33204","1960","Permanent meadow","Co. Galway",NA
"33205","1965","Permanent meadow","Co. Galway",NA
"33206","1970","Permanent meadow","Co. Galway",NA
"33207","1975","Permanent meadow","Co. Galway",53112
"33208","1980","Permanent meadow","Co. Galway",64950
"33209","1926","Pasture","Co. Galway",250600
"33210","1933","Pasture","Co. Galway",234657
"33211","1955","Pasture","Co. Galway",226128
"33212","1960","Pasture","Co. Galway",220376
"33213","1965","Pasture","Co. Galway",243266
"33214","1970","Pasture","Co. Galway",250002
"33215","1975","Pasture","Co. Galway",235725
"33216","1980","Pasture","Co. Galway",219736
"33217","1926","Rough grazing in use","Co. Galway",NA
"33218","1933","Rough grazing in use","Co. Galway",NA
"33219","1955","Rough grazing in use","Co. Galway",NA
"33220","1960","Rough grazing in use","Co. Galway",NA
"33221","1965","Rough grazing in use","Co. Galway",NA
"33222","1970","Rough grazing in use","Co. Galway",NA
"33223","1975","Rough grazing in use","Co. Galway",133860
"33224","1980","Rough grazing in use","Co. Galway",136089
"33225","1926","Other land","Co. Galway",NA
"33226","1933","Other land","Co. Galway",NA
"33227","1955","Other land","Co. Galway",NA
"33228","1960","Other land","Co. Galway",NA
"33229","1965","Other land","Co. Galway",NA
"33230","1970","Other land","Co. Galway",NA
"33231","1975","Other land","Co. Galway",137656
"33232","1980","Other land","Co. Galway",140297
"33233","1926","Total Area","Ballinasloe",50818
"33234","1933","Total Area","Ballinasloe",50818
"33235","1955","Total Area","Ballinasloe",50818
"33236","1960","Total Area","Ballinasloe",50489
"33237","1965","Total Area","Ballinasloe",50818
"33238","1970","Total Area","Ballinasloe",50818
"33239","1975","Total Area","Ballinasloe",50818
"33240","1980","Total Area","Ballinasloe",50818
"33241","1926","Crops, hay, pasture and rough grazing","Ballinasloe",NA
"33242","1933","Crops, hay, pasture and rough grazing","Ballinasloe",NA
"33243","1955","Crops, hay, pasture and rough grazing","Ballinasloe",NA
"33244","1960","Crops, hay, pasture and rough grazing","Ballinasloe",NA
