"","Region","Year","Statistic","value"
"6861","State","1997","Other Subsidies Less Taxes on Production (Euro Million)",290.43
"6862","Dublin plus Mid East","1997","Other Subsidies Less Taxes on Production (Euro Million)",19.04
"6863","Border, Midland and Western","1997","Other Subsidies Less Taxes on Production (Euro Million)",162.83
"6864","Border","1997","Other Subsidies Less Taxes on Production (Euro Million)",53.2
"6865","Midland","1997","Other Subsidies Less Taxes on Production (Euro Million)",37.88
"6866","West","1997","Other Subsidies Less Taxes on Production (Euro Million)",71.74
"6867","Southern and Eastern","1997","Other Subsidies Less Taxes on Production (Euro Million)",127.6
"6868","Mid-West","1997","Other Subsidies Less Taxes on Production (Euro Million)",37.64
"6869","South-East","1997","Other Subsidies Less Taxes on Production (Euro Million)",34.8
"6870","South-West","1997","Other Subsidies Less Taxes on Production (Euro Million)",36.12
"6871","State","1998","Other Subsidies Less Taxes on Production (Euro Million)",318.85
"6872","Dublin plus Mid East","1998","Other Subsidies Less Taxes on Production (Euro Million)",19.29
"6873","Border, Midland and Western","1998","Other Subsidies Less Taxes on Production (Euro Million)",181.68
"6874","Border","1998","Other Subsidies Less Taxes on Production (Euro Million)",60.47
"6875","Midland","1998","Other Subsidies Less Taxes on Production (Euro Million)",38.05
"6876","West","1998","Other Subsidies Less Taxes on Production (Euro Million)",83.16
"6877","Southern and Eastern","1998","Other Subsidies Less Taxes on Production (Euro Million)",137.18
"6878","Mid-West","1998","Other Subsidies Less Taxes on Production (Euro Million)",42.46
"6879","South-East","1998","Other Subsidies Less Taxes on Production (Euro Million)",36.28
"6880","South-West","1998","Other Subsidies Less Taxes on Production (Euro Million)",39.15
"6881","State","1999","Other Subsidies Less Taxes on Production (Euro Million)",331.58
"6882","Dublin plus Mid East","1999","Other Subsidies Less Taxes on Production (Euro Million)",18.4
"6883","Border, Midland and Western","1999","Other Subsidies Less Taxes on Production (Euro Million)",192.45
"6884","Border","1999","Other Subsidies Less Taxes on Production (Euro Million)",69.94
"6885","Midland","1999","Other Subsidies Less Taxes on Production (Euro Million)",36.77
"6886","West","1999","Other Subsidies Less Taxes on Production (Euro Million)",85.74
"6887","Southern and Eastern","1999","Other Subsidies Less Taxes on Production (Euro Million)",139.13
"6888","Mid-West","1999","Other Subsidies Less Taxes on Production (Euro Million)",42.5
"6889","South-East","1999","Other Subsidies Less Taxes on Production (Euro Million)",35.61
"6890","South-West","1999","Other Subsidies Less Taxes on Production (Euro Million)",42.62
"6891","State","2000","Other Subsidies Less Taxes on Production (Euro Million)",356.53
"6892","Dublin plus Mid East","2000","Other Subsidies Less Taxes on Production (Euro Million)",18.67
"6893","Border, Midland and Western","2000","Other Subsidies Less Taxes on Production (Euro Million)",208.61
"6894","Border","2000","Other Subsidies Less Taxes on Production (Euro Million)",75.95
"6895","Midland","2000","Other Subsidies Less Taxes on Production (Euro Million)",39.49
"6896","West","2000","Other Subsidies Less Taxes on Production (Euro Million)",93.17
"6897","Southern and Eastern","2000","Other Subsidies Less Taxes on Production (Euro Million)",147.92
"6898","Mid-West","2000","Other Subsidies Less Taxes on Production (Euro Million)",46.93
"6899","South-East","2000","Other Subsidies Less Taxes on Production (Euro Million)",36.42
"6900","South-West","2000","Other Subsidies Less Taxes on Production (Euro Million)",45.89
"6901","State","2001","Other Subsidies Less Taxes on Production (Euro Million)",568.96
"6902","Dublin plus Mid East","2001","Other Subsidies Less Taxes on Production (Euro Million)",31.47
"6903","Border, Midland and Western","2001","Other Subsidies Less Taxes on Production (Euro Million)",316.98
"6904","Border","2001","Other Subsidies Less Taxes on Production (Euro Million)",126.27
"6905","Midland","2001","Other Subsidies Less Taxes on Production (Euro Million)",58.9
"6906","West","2001","Other Subsidies Less Taxes on Production (Euro Million)",131.81
"6907","Southern and Eastern","2001","Other Subsidies Less Taxes on Production (Euro Million)",251.97
"6908","Mid-West","2001","Other Subsidies Less Taxes on Production (Euro Million)",69.43
"6909","South-East","2001","Other Subsidies Less Taxes on Production (Euro Million)",58.94
"6910","South-West","2001","Other Subsidies Less Taxes on Production (Euro Million)",92.13
"6911","State","2002","Other Subsidies Less Taxes on Production (Euro Million)",616.13
"6912","Dublin plus Mid East","2002","Other Subsidies Less Taxes on Production (Euro Million)",31.77
"6913","Border, Midland and Western","2002","Other Subsidies Less Taxes on Production (Euro Million)",349.13
"6914","Border","2002","Other Subsidies Less Taxes on Production (Euro Million)",132.36
"6915","Midland","2002","Other Subsidies Less Taxes on Production (Euro Million)",61.28
"6916","West","2002","Other Subsidies Less Taxes on Production (Euro Million)",155.49
"6917","Southern and Eastern","2002","Other Subsidies Less Taxes on Production (Euro Million)",267
"6918","Mid-West","2002","Other Subsidies Less Taxes on Production (Euro Million)",73.23
"6919","South-East","2002","Other Subsidies Less Taxes on Production (Euro Million)",58.34
"6920","South-West","2002","Other Subsidies Less Taxes on Production (Euro Million)",103.66
"6921","State","2003","Other Subsidies Less Taxes on Production (Euro Million)",577.16
"6922","Dublin plus Mid East","2003","Other Subsidies Less Taxes on Production (Euro Million)",27.75
"6923","Border, Midland and Western","2003","Other Subsidies Less Taxes on Production (Euro Million)",337.16
"6924","Border","2003","Other Subsidies Less Taxes on Production (Euro Million)",127.5
"6925","Midland","2003","Other Subsidies Less Taxes on Production (Euro Million)",59
"6926","West","2003","Other Subsidies Less Taxes on Production (Euro Million)",150.66
"6927","Southern and Eastern","2003","Other Subsidies Less Taxes on Production (Euro Million)",240
"6928","Mid-West","2003","Other Subsidies Less Taxes on Production (Euro Million)",69.33
"6929","South-East","2003","Other Subsidies Less Taxes on Production (Euro Million)",54.85
"6930","South-West","2003","Other Subsidies Less Taxes on Production (Euro Million)",88.07
"6931","State","2004","Other Subsidies Less Taxes on Production (Euro Million)",592.44
"6932","Dublin plus Mid East","2004","Other Subsidies Less Taxes on Production (Euro Million)",25.52
"6933","Border, Midland and Western","2004","Other Subsidies Less Taxes on Production (Euro Million)",350.45
"6934","Border","2004","Other Subsidies Less Taxes on Production (Euro Million)",136.69
"6935","Midland","2004","Other Subsidies Less Taxes on Production (Euro Million)",58.82
"6936","West","2004","Other Subsidies Less Taxes on Production (Euro Million)",154.94
"6937","Southern and Eastern","2004","Other Subsidies Less Taxes on Production (Euro Million)",241.99
"6938","Mid-West","2004","Other Subsidies Less Taxes on Production (Euro Million)",70.68
"6939","South-East","2004","Other Subsidies Less Taxes on Production (Euro Million)",54.3
"6940","South-West","2004","Other Subsidies Less Taxes on Production (Euro Million)",91.49
"6941","State","2005","Other Subsidies Less Taxes on Production (Euro Million)",1682.17
"6942","Dublin plus Mid East","2005","Other Subsidies Less Taxes on Production (Euro Million)",136.3
"6943","Border, Midland and Western","2005","Other Subsidies Less Taxes on Production (Euro Million)",798.85
"6944","Border","2005","Other Subsidies Less Taxes on Production (Euro Million)",287.82
"6945","Midland","2005","Other Subsidies Less Taxes on Production (Euro Million)",181.04
"6946","West","2005","Other Subsidies Less Taxes on Production (Euro Million)",329.99
"6947","Southern and Eastern","2005","Other Subsidies Less Taxes on Production (Euro Million)",883.32
"6948","Mid-West","2005","Other Subsidies Less Taxes on Production (Euro Million)",235.65
"6949","South-East","2005","Other Subsidies Less Taxes on Production (Euro Million)",230.08
"6950","South-West","2005","Other Subsidies Less Taxes on Production (Euro Million)",281.28
"6951","State","2006","Other Subsidies Less Taxes on Production (Euro Million)",1831.14
"6952","Dublin plus Mid East","2006","Other Subsidies Less Taxes on Production (Euro Million)",149.38
"6953","Border, Midland and Western","2006","Other Subsidies Less Taxes on Production (Euro Million)",842.2
"6954","Border","2006","Other Subsidies Less Taxes on Production (Euro Million)",308.98
"6955","Midland","2006","Other Subsidies Less Taxes on Production (Euro Million)",190.55
"6956","West","2006","Other Subsidies Less Taxes on Production (Euro Million)",342.67
"6957","Southern and Eastern","2006","Other Subsidies Less Taxes on Production (Euro Million)",988.94
"6958","Mid-West","2006","Other Subsidies Less Taxes on Production (Euro Million)",221.28
"6959","South-East","2006","Other Subsidies Less Taxes on Production (Euro Million)",296.24
"6960","South-West","2006","Other Subsidies Less Taxes on Production (Euro Million)",322.03
"6961","State","2007","Other Subsidies Less Taxes on Production (Euro Million)",1847.82
"6962","Dublin plus Mid East","2007","Other Subsidies Less Taxes on Production (Euro Million)",154.01
"6963","Border, Midland and Western","2007","Other Subsidies Less Taxes on Production (Euro Million)",833.35
"6964","Border","2007","Other Subsidies Less Taxes on Production (Euro Million)",302.14
"6965","Midland","2007","Other Subsidies Less Taxes on Production (Euro Million)",192.5
"6966","West","2007","Other Subsidies Less Taxes on Production (Euro Million)",338.71
"6967","Southern and Eastern","2007","Other Subsidies Less Taxes on Production (Euro Million)",1014.47
"6968","Mid-West","2007","Other Subsidies Less Taxes on Production (Euro Million)",220.93
"6969","South-East","2007","Other Subsidies Less Taxes on Production (Euro Million)",312.3
"6970","South-West","2007","Other Subsidies Less Taxes on Production (Euro Million)",327.23
"6971","State","2008","Other Subsidies Less Taxes on Production (Euro Million)",1884.09
"6972","Dublin plus Mid East","2008","Other Subsidies Less Taxes on Production (Euro Million)",154.16
"6973","Border, Midland and Western","2008","Other Subsidies Less Taxes on Production (Euro Million)",837.16
"6974","Border","2008","Other Subsidies Less Taxes on Production (Euro Million)",310.73
"6975","Midland","2008","Other Subsidies Less Taxes on Production (Euro Million)",190.96
"6976","West","2008","Other Subsidies Less Taxes on Production (Euro Million)",335.47
"6977","Southern and Eastern","2008","Other Subsidies Less Taxes on Production (Euro Million)",1046.93
"6978","Mid-West","2008","Other Subsidies Less Taxes on Production (Euro Million)",225.09
"6979","South-East","2008","Other Subsidies Less Taxes on Production (Euro Million)",330.67
"6980","South-West","2008","Other Subsidies Less Taxes on Production (Euro Million)",337.02
"6981","State","2009","Other Subsidies Less Taxes on Production (Euro Million)",1822.38
"6982","Dublin plus Mid East","2009","Other Subsidies Less Taxes on Production (Euro Million)",144.42
"6983","Border, Midland and Western","2009","Other Subsidies Less Taxes on Production (Euro Million)",828.85
"6984","Border","2009","Other Subsidies Less Taxes on Production (Euro Million)",313.39
"6985","Midland","2009","Other Subsidies Less Taxes on Production (Euro Million)",182.94
"6986","West","2009","Other Subsidies Less Taxes on Production (Euro Million)",332.51
"6987","Southern and Eastern","2009","Other Subsidies Less Taxes on Production (Euro Million)",993.53
"6988","Mid-West","2009","Other Subsidies Less Taxes on Production (Euro Million)",227.22
"6989","South-East","2009","Other Subsidies Less Taxes on Production (Euro Million)",299.15
"6990","South-West","2009","Other Subsidies Less Taxes on Production (Euro Million)",322.74
"6991","State","2010","Other Subsidies Less Taxes on Production (Euro Million)",1651.77
"6992","Dublin plus Mid East","2010","Other Subsidies Less Taxes on Production (Euro Million)",137.64
"6993","Border, Midland and Western","2010","Other Subsidies Less Taxes on Production (Euro Million)",746.45
"6994","Border","2010","Other Subsidies Less Taxes on Production (Euro Million)",275.65
"6995","Midland","2010","Other Subsidies Less Taxes on Production (Euro Million)",164.32
"6996","West","2010","Other Subsidies Less Taxes on Production (Euro Million)",306.48
"6997","Southern and Eastern","2010","Other Subsidies Less Taxes on Production (Euro Million)",905.31
"6998","Mid-West","2010","Other Subsidies Less Taxes on Production (Euro Million)",202.1
"6999","South-East","2010","Other Subsidies Less Taxes on Production (Euro Million)",268.72
"7000","South-West","2010","Other Subsidies Less Taxes on Production (Euro Million)",296.86
"7001","State","2011","Other Subsidies Less Taxes on Production (Euro Million)",1815.36
"7002","Dublin plus Mid East","2011","Other Subsidies Less Taxes on Production (Euro Million)",155.68
"7003","Border, Midland and Western","2011","Other Subsidies Less Taxes on Production (Euro Million)",783.67
"7004","Border","2011","Other Subsidies Less Taxes on Production (Euro Million)",293.52
"7005","Midland","2011","Other Subsidies Less Taxes on Production (Euro Million)",184.38
"7006","West","2011","Other Subsidies Less Taxes on Production (Euro Million)",305.76
"7007","Southern and Eastern","2011","Other Subsidies Less Taxes on Production (Euro Million)",1031.7
"7008","Mid-West","2011","Other Subsidies Less Taxes on Production (Euro Million)",227.19
"7009","South-East","2011","Other Subsidies Less Taxes on Production (Euro Million)",315.28
